date,guest_name,category,artist,title,url,date_tidied,guest_name_disaggregated,guest_occupation_disaggregated
Fri 30 Jan 2009,Alan Sillitoe,song,Frédéric Chopin,"Prelude in D flat major, Op. 28/15 'Raindrop'",https://www.bbc.co.uk/programmes/b00gsv4l,2009-01-30,Alan Sillitoe,
Fri 30 Jan 2009,Alan Sillitoe,song,George Frideric Handel,Where'er you walk (from Semele),https://www.bbc.co.uk/programmes/b00gsv4l,2009-01-30,Alan Sillitoe,
Fri 30 Jan 2009,Alan Sillitoe,book,,The Air Publication 1234 (RAF Manual),https://www.bbc.co.uk/programmes/b00gsv4l,2009-01-30,Alan Sillitoe,
Fri 30 Jan 2009,Alan Sillitoe,luxury,,A communications receiver (receiving only),https://www.bbc.co.uk/programmes/b00gsv4l,2009-01-30,Alan Sillitoe,
Fri 23 Jan 2009,Vincent Cable MP,song,George Frideric Handel,And the glory of the Lord (from Messiah),https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Johann Sebastian Bach,"Am Abend, da es kuehle war (from St Matthew Passion)",https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Acker Bilk,Stranger On The Shore,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Ludwig van Beethoven,Piano Sonata No. 23 in F minor 'Appassionata' - 3rd movement,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Antonin Dvorak,O silver moon (from Rusalka),https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Ludwig van Beethoven,Piano Concerto No. 1 in C major - 1st movement,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Pat Boone,Love Letters in the Sand,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,song,Wolfgang Amadeus Mozart,Là ci darem la mano (from Don Giovanni),https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,book,,A Brief History of Time - Stephen Hawking,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 23 Jan 2009,Vincent Cable MP,luxury,,An Aston Martin car,https://www.bbc.co.uk/programmes/b00gq4n2,2009-01-23,Vincent Cable MP,
Fri 16 Jan 2009,Ruth Padel,song,Giuseppe Verdi,Recordare (from Requiem Mass),https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Ludwig van Beethoven,"String Quartet No. 15 in A minor, Op. 132 - 1st movement",https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Kathleen Ferrier,Down by the Salley Gardens,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Muddy Waters,I'm Ready,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Giorgos Kalogridis,"To Giasemi Horis Nero - Jasmine without water cannot live, and nor can a heart without love",https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Wolfgang Amadeus Mozart,E voi ridete? (from Cosi fan tutte),https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Johann Sebastian Bach,Concerto for Two Violins in D minor - 2nd movement,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,song,Μελίνα Μερκούρη,The Boys of Piraeus from Never on Sunday,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,book,,The Iliad - Homer,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 16 Jan 2009,Ruth Padel,luxury,,A lot of paper and pencils,https://www.bbc.co.uk/programmes/b00ghq25,2009-01-16,Ruth Padel,
Fri 9 Jan 2009,Simon Murray,song,Annie Lennox,Why,https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Luciano Pavarotti,A Vucchella (A Sweet Mouth),https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Members of the French Foreign Legion,Eugenie,https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Frédéric Chopin,Piano Concerto No. 2 in F minor - 2nd movement,https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Neil Diamond,Sweet Caroline (Good Times Never Seemed so Good),https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Pietro Mascagni,Intermezzo (from Cavalleria rusticana),https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Bob Marley & The Wailers,Three Little Birds,https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,song,Giacomo Puccini,O soave fanciulla (from La Bohème),https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,book,,Cautionary Tales - Hilaire Belloc,https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 9 Jan 2009,Simon Murray,luxury,,"Lots of paper, pencil and pencil sharpener",https://www.bbc.co.uk/programmes/b00g9cjd,2009-01-09,Simon Murray,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Shusha,Barun Baruneh / The Rain,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Joséphine Baker,J'attendrai (I will wait),https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Hassan Golnaraghi,Mara Beboos - original old recording (NOT COMMERCIALLY AVAILABLE),https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Édith Piaf,"Non, Je Ne Regrette Rien",https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,The Beatles,Yellow Submarine,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Wolfgang Amadeus Mozart,Der Hölle Rache (from The Magic Flute),https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Johann Sebastian Bach,Suite for Solo Cello No. 1 in G major - 1st movement,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,song,Bette Midler,Wind Beneath My Wings,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,book,,Collected poems - Hafiz,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Fri 2 Jan 2009,Baroness Haleh Afshar,luxury,,A rose bush,https://www.bbc.co.uk/programmes/b00g42m2,2009-01-02,Baroness Haleh Afshar,
Boxing Day 2008,James Nesbitt,song,Callum Kennedy,The Green Glens of Antrim,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,The Beatles,If I Fell,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,Slade,Cum on Feel the Noize,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,The Undertones,Get Over You,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,Frank Sinatra,Come Fly With Me,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,Vernon Midgley,Hear My Song,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,Van Morrison,The Way Young Lovers Do,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,song,Laura Marling,Failure,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,book,,Collected writings - James Lawton,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Boxing Day 2008,James Nesbitt,luxury,,A bottle of chilled Sancerre for every night,https://www.bbc.co.uk/programmes/b00g2156,2008-12-26,James Nesbitt,
Fri 19 Dec 2008,Michael Deeley,song,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Giuseppe Verdi,"Va, pensiero, sull'ali dorate (Chorus of the Hebrew Slaves) (from Nabucco)",https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Andrew Lloyd Webber,Pie Jesu (from Requiem),https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Roy Orbison,Blue Bayou,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Stanley Myers,Cavatina,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Aaron Copland,El Salon Mexico,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Gustav Mahler,Symphony No. 5 in C sharp minor - 4th movement (Adagietto),https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,song,Giacomo Puccini,Nessun dorma,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,book,,Decent translation of the Koran,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 19 Dec 2008,Michael Deeley,luxury,,Two hundred cases of vintage wine,https://www.bbc.co.uk/programmes/b00fy2fg,2008-12-19,Michael Deeley,
Fri 12 Dec 2008,Marcus du Sautoy,song,Richard Strauss,Frühling (from Four Last Songs),https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Benjamin Britten,Fanfare for St Edmundsbury,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Richard Wagner,Parsifal Prelude,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Benjamin Britten,I know a bank (from A Midsummer Night's Dream),https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Béla Bartók,Look my castle gleams and brightens (from Duke Bluebeard's Castle),https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Dmitri Shostakovich,String Quartet No. 8 in C minor - 2nd movement,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,Olivier Messiaen,Turangalîla Symphony - 5th movement,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,song,George Frideric Handel,The many rend the skies (from Alexander's Feast),https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,book,,The Glass Bead Game - Hermann Hesse,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 12 Dec 2008,Marcus du Sautoy,luxury,,My own trumpet,https://www.bbc.co.uk/programmes/b00frmml,2008-12-12,Marcus du Sautoy,
Fri 5 Dec 2008,Michael Eavis,song,T. Rex,Children of the Revolution,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,Pee Wee Hunt,Twelfth Street Rag,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,Elvis Presley,How Great Thou Art,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,Grateful Dead,Uncle John's Band,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,Bob Dylan,I Threw it All Away,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,The Smiths,Stop Me If You Think You've Heard This One Before,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,The Stone Roses,Waterfall,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,song,Coldplay,The Scientist,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,book,,Blake - Peter Ackroyd,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 5 Dec 2008,Michael Eavis,luxury,,A mouth organ with instruction book,https://www.bbc.co.uk/programmes/b00fn89g,2008-12-05,Michael Eavis,
Fri 28 Nov 2008,Janet Street-Porter,song,Jean‐Philippe Rameau,Borée en fureur from Les Boréades,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,Massive Attack,Unfinished Sympathy,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,George Formby,When I'm Cleaning Windows,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,The Modern Jazz Quartet,Cortege,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,Gaetano Donizetti,Lucia di Lammermoor Act 2,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,Philip Glass,Dinner with the Beast,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,Pet Shop Boys,Always on My Mind,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,song,Otis Redding,That's How Strong My Love Is,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,book,,Larousse Gastronomique - Hamlyn,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 28 Nov 2008,Janet Street-Porter,luxury,,Notebook and Pens,https://www.bbc.co.uk/programmes/b00fkbrf,2008-11-28,Janet Street-Porter,
Fri 21 Nov 2008,David Davis MP,song,Johann Pachelbel,Canon in D major,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,P!nk,Get The Party Started,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,Phil Collins,Another Day In Paradise,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,Jay Ungar & Molly Mason,The Ashokan Farewell,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,Kiri Te Kanawa,Un Bel Di - One Fine Day,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,Mundy–Turner,Stealing My Democracy,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,Dire Straits,Brothers in Arms,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,song,John Williams,Theme from Schindler's List,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,book,,The complete works - Iain Banks,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Fri 21 Nov 2008,David Davis MP,luxury,,A magic wine cellar which never runs out,https://www.bbc.co.uk/programmes/b00ffv1z,2008-11-21,David Davis MP,
Christmas Day 2008,Allan Ahlberg,song,Judy Garland,The Trolley Song,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Charles Villiers Stanford,Drake's Drum from Songs of the Sea,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Bob Dylan,Ain't Talkin',https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Norma Waterson,Anna Dixie,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Janet Baker,Come Sing and Dance,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Ella Fitzgerald,I Didn't Know What Time It Was,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Leonard Cohen,Closing Time,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,song,Josef Locke,Goodbye (from the White Horse Inn),https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,book,,Selected Stories - Alice Munro,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Christmas Day 2008,Allan Ahlberg,luxury,,A wall to kick a football against,https://www.bbc.co.uk/programmes/b00fbl6n,2008-12-25,Allan Ahlberg,
Fri 7 Nov 2008,Shami Chakrabarti,song,Nina Simone,I Wish I Knew How It Would Feel To Be Free,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,David Bowie,'Heroes',https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,Robert Schumann,Von fremden Ländern und Menschen (from Scenes fron Childhood),https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,George Gershwin,Rhapsody in Blue,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,Kaiser Chiefs,The Angry Mob,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,The Enemy,It's Not OK,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,Cyndi Lauper,Time After Time,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,song,Wolfgang Amadeus Mozart,Requiem in D minor - Introitus,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,book,,To Kill A Mocking Bird - Harper Lee,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 7 Nov 2008,Shami Chakrabarti,luxury,,A private screening room with movies,https://www.bbc.co.uk/programmes/b00f5l38,2008-11-07,Shami Chakrabarti,
Fri 31 Oct 2008,Ian Bostridge,song,Franz Schubert,Das Wandern (from Die Schöne Müllerin),https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Wolfgang Amadeus Mozart,Countessa's Aria (from The Marriage of Figaro),https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Ludwig van Beethoven,"Piano Sonata No. 31 in A flat major, Op. 110 - 3rd movement",https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Bob Dylan,"Don't Think Twice, It's All Right",https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Benjamin Britten,"Now, until the break of day (from A Midsummer Night's Dream)",https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Robert Schumann,The Opening of Schumann's Piano Quintet in E flat,https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Thomas Adès,The Quintet from the end of Thomas Ades's opera The Tempest - 2007,https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,song,Johann Sebastian Bach,Cantata No. 51: Jauchzet Gott in allen Landen,https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,book,,War and Peace - Leo Tolstoy,https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 31 Oct 2008,Ian Bostridge,luxury,,A solar computer loaded with pictures of my family and friends,https://www.bbc.co.uk/programmes/b00f2fd3,2008-10-31,Ian Bostridge,
Fri 24 Oct 2008,Randy Newman,song,Ludwig van Beethoven,"String Quartet No. 16 in F major, Op. 135",https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Alfred Newman,Goodbyes,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,George Jones,The Door,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Fletcher Henderson,The Stampede,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Igor Stravinsky,Sacrificial Dance (from The Rite of Spring),https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Dmitri Shostakovich,Symphony No. 15 in A major - 1st movement,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Gustav Mahler,Symphony No. 9 in D major - 4th movement,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,song,Ray Charles,Come Rain or Come Shine,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,book,,The Divine Comedy (with translation) - Dante Alighieri,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 24 Oct 2008,Randy Newman,luxury,,A piano,https://www.bbc.co.uk/programmes/b00dybps,2008-10-24,Randy Newman,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,Elvis Presley,If I Can Dream,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,The Beatles,A Day In The Life,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,Salil Chowdhury,Kahin Door Jab Din Dhal Jaye,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,Wolfgang Amadeus Mozart,Piano Concerto No. 21 in C major - 2nd movement,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,Monty Python,Always Look On The Bright Side Of Life,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,The Clash,London Calling,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,David Bowie,Life On Mars?,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,song,Susannah McCorkle,The Waters of March,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,book,,The Hitchhiker's Guide to the Galaxy - Douglas Adams,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 17 Oct 2008,Sanjeev Bhaskar,luxury,,A grand piano,https://www.bbc.co.uk/programmes/b00dtw41,2008-10-17,Sanjeev Bhaskar,
Fri 10 Oct 2008,David McVicar,song,Wolfgang Amadeus Mozart,Soave sia il vento (from Cosi fan tutte),https://www.bbc.co.uk/programmes/b00dqctb,2008-10-10,David McVicar,
Fri 10 Oct 2008,David McVicar,song,Eddi Reader,Ay Fond Kiss,https://www.bbc.co.uk/programmes/b00dqctb,2008-10-10,David McVicar,
Fri 10 Oct 2008,David McVicar,song,Johannes Brahms,"Von ewiger Liebe, Op. 43/1",https://www.bbc.co.uk/programmes/b00dqctb,2008-10-10,David McVicar,
Fri 10 Oct 2008,David McVicar,song,George Frideric Handel,"Cara speme, questo core (from Giulio Cesare)",https://www.bbc.co.uk/programmes/b00dqctb,2008-10-10,David McVicar,
Fri 10 Oct 2008,David McVicar,song,Tom Waits,Somewhere (from West Side Story),https://www.bbc.co.uk/programmes/b00dqctb,2008-10-10,David McVicar,
