date,guest_name,category,artist,title,url
Fri 28 Aug 1987,Edna O'Brien,book,n/a,Complete Encyclopaedia Britannica,https://www.bbc.co.uk/programmes/p009mlfm
Fri 28 Aug 1987,Edna O'Brien,luxury,n/a,Cristal champagne,https://www.bbc.co.uk/programmes/p009mlfm
Fri 21 Aug 1987,Susan George,song,Danny Kaye,The Five Pennies,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Ella Fitzgerald,Ev'ry Time We Say Goodbye,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Richard Rodgers & Oscar Hammerstein II,The Sound of Music,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Giuseppe Verdi,Sempre libera (from La traviata),https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Peter Allen,"Quiet Please, There's A Lady On Stage",https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Cleo Laine,He Was Beautiful,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,Gruber/Mohr,Stille Nacht,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,song,The Beatles,You've Got To Hide Your Love Away,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,book,n/a,Will You Be My Friend? - James Kavanaugh,https://www.bbc.co.uk/programmes/p009mlgd
Fri 21 Aug 1987,Susan George,luxury,n/a,Four poster bed,https://www.bbc.co.uk/programmes/p009mlgd
Fri 14 Aug 1987,Frances Edmonds,song,Charles‐François Gounod,Ave Maria,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,The Rolling Stones,Brown Sugar,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,Ludwig van Beethoven,Symphony No. 9 in D minor 'Choral' - 4th movement,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,Arthur Sullivan,Three little maids from school (from The Mikado),https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,Dire Straits,Brothers In Arms,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,Édith Piaf,"Non, Je Ne Regrette Rien",https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,Elaine Paige & Barbara Dickson,I Know Him So Well,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,song,César Franck,Panis Angelicus,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,book,n/a,Hitchhiker's Guide to the Galaxy - Douglas Adams,https://www.bbc.co.uk/programmes/p009mlh3
Fri 14 Aug 1987,Frances Edmonds,luxury,n/a,Bollinger '69,https://www.bbc.co.uk/programmes/p009mlh3
Sun 20 Mar 1988,Maya Angelou,song,Mahalia Jackson,How Great Thou Art,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Max Roach,A Quiet Place,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Roberta Flack,Killing Me Softly (With His Song),https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Stevie Wonder,I Just Called To Say I Love You,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Sarah Vaughan,East Of The Sun,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Frank Sinatra,One For The Road,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,George Gershwin,Summertime (from Porgy & Bess),https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,song,Ray Charles,Georgia On My Mind,https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,book,n/a,"Negro Caravan - selected and edited by Sterling Brown, Arthur P Davis and Uylsses Lee",https://www.bbc.co.uk/programmes/p009mlht
Sun 20 Mar 1988,Maya Angelou,luxury,n/a,The Kumasi Market painting by John T. Biggers,https://www.bbc.co.uk/programmes/p009mlht
Fri 31 Jul 1987,Kenneth Williams,song,Gabriel Fauré,"Barcarolle No.1 in a minor, Op.26",https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Kathleen Ferrier,Now Sleeps The Crimson Petal,https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Ludwig van Beethoven,"Violin Sonata No. 5 in F major, Op. 24 'Spring' - 1st movement",https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Souzay/Baldwin,The Bluebird,https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Peter Ilyich Tchaikovsky,Serenade for Strings in C major,https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Julian Bream,Adelita (from Three Mazurkas),https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Franz Schubert,Piano Trio No. 1 in B flat major,https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,song,Johannes Brahms,"Wenn ich mit Menschen (from Four Serious Songs, Op.121)",https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,book,n/a,The Golden Treasury - Francis Palgrave,https://www.bbc.co.uk/programmes/p009mljj
Fri 31 Jul 1987,Kenneth Williams,luxury,n/a,Crate of Cologne,https://www.bbc.co.uk/programmes/p009mljj
Fri 17 Jul 1987,Elaine Paige,song,George Frideric Handel,Hallelujah Chorus (from Messiah),https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,Barbra Streisand,Something's Coming,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,The Everly Brothers,All I Have To Do Is Dream,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,The Beatles,Here Comes The Sun,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,Wolfgang Amadeus Mozart,Der Hölle Rache (from The Magic Flute),https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,Lena Horne,I Got A Name,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,Paul Simon,Diamonds On The Soles Of Her Shoes,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,song,Giacomo Puccini,Un bel di vedremo (One fine day) (from Madama Butterfly),https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,book,n/a,The complete works - Charles Dickens,https://www.bbc.co.uk/programmes/p009mlkr
Fri 17 Jul 1987,Elaine Paige,luxury,n/a,Piano,https://www.bbc.co.uk/programmes/p009mlkr
Fri 10 Jul 1987,Robert Maxwell,song,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,George Gershwin,Summertime (from Porgy & Bess),https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,Winston Churchill,"This Was Their Finest Hour (speech, 18 June 1940)",https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,Wolfgang Amadeus Mozart,"Batti, batti (from Don Giovanni)",https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,not listed,On The Street Where You Live,https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,The Beatles,She Loves You,https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,Jean Sibelius,Finlandia,https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,song,Bedrich Smetana,Vltava (The Moldau) (from Má vlast),https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,book,n/a,A book on Plato,https://www.bbc.co.uk/programmes/p009mllg
Fri 10 Jul 1987,Robert Maxwell,luxury,n/a,Chess computer game,https://www.bbc.co.uk/programmes/p009mllg
Fri 3 Jul 1987,Terence Stamp,song,Iordanis Tsomidis,The Pleasure Of Zorba,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,not listed,Music In The World Of Islam,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,Maurice Ravel,Pavane pour une infante défunte,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,Leroy Anderson,Blue Tango,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,not listed,Be My Love,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,Nat King Cole,It's All In The Game,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,The Beatles,You've Got To Hide Your Love Away,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,song,The Doors,Light My Fire,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,book,n/a,The Joy of Cooking,https://www.bbc.co.uk/programmes/p009mllv
Fri 3 Jul 1987,Terence Stamp,luxury,n/a,Duvet,https://www.bbc.co.uk/programmes/p009mllv
Fri 1 May 1987,Frank Bough,song,The Beatles,Twist and Shout,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Joseph Canteloube,La delaïssádo (from Songs of the Auvergne),https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Toto,Africa,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Frank Sinatra,It Was A Very Good Year,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Ludwig van Beethoven,Symphony No. 6 in F major 'Pastoral',https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Pink Floyd,Shine On You Crazy Diamond,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Edward Elgar,Violin Concerto in B Minor,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,song,Patti LuPone,I Dreamed A Dream,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,book,n/a,Barclays World of Cricket - Jim Swanton,https://www.bbc.co.uk/programmes/p009mlmn
Fri 1 May 1987,Frank Bough,luxury,n/a,Contact lenses,https://www.bbc.co.uk/programmes/p009mlmn
Fri 24 Apr 1987,Michael Bogdanov,song,Louie Bellson,Skin Deep,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Buddy Holly,Peggy Sue,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,The Dubliners,Rocky Road To Dublin,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Charlie Parker's Reboppers,Miles Ahead,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Seán Ó Riada,Mise Eire - Rosin Dubh,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Morriston Orpheus Choir,Myfanwy,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Kurt Weill,Seerauber-Jenny (from The Threepenny Opera),https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,song,Wolfgang Amadeus Mozart,Requiem in D minor - Sanctus,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,book,n/a,Pocket Wine Book 1987 - Hugh Johnson,https://www.bbc.co.uk/programmes/p009mln6
Fri 24 Apr 1987,Michael Bogdanov,luxury,n/a,50-pound jar of Marmite,https://www.bbc.co.uk/programmes/p009mln6
Fri 17 Apr 1987,Julian Critchley,song,Sergei Prokofiev,Dance of the Knights (from Romeo and Juliet),https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Yves Montand,Les Feuilles Mortes (Autumn Leaves),https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Mikis Theodorakis,Rendezvous,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Edward Elgar,Symphony No. 1 in A flat major - 4th movement,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Wolfgang Amadeus Mozart,Concerto for Flute & Harp in C Major,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Johannes Brahms,Symphony No. 2 in D major - 1st movement,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Nat King Cole,Fly Me To The Moon (In Other Words),https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,song,Walter Huston,September Song,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,book,n/a,An Omelette and a Glass of Wine - Elizabeth David,https://www.bbc.co.uk/programmes/p009mlnr
Fri 17 Apr 1987,Julian Critchley,luxury,n/a,Case of wine,https://www.bbc.co.uk/programmes/p009mlnr
Fri 10 Apr 1987,Anthony Andrews,song,Jeremiah Clarke,Trumpet Voluntary,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Stanley Andrews,Sparks Fly Upwards,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Elton John,Your Song,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Barbara Dickson,MacCrimmon's Lament,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Frank Sinatra,Call Me Irresponsible,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,George Frideric Handel,For unto us a child is born (from Messiah),https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Janis Joplin,Mercedes Benz,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,song,Edward Elgar,Enigma Variations - EDU,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,book,n/a,The complete works - Oscar Wilde,https://www.bbc.co.uk/programmes/p009mlp9
Fri 10 Apr 1987,Anthony Andrews,luxury,n/a,Piano,https://www.bbc.co.uk/programmes/p009mlp9
Fri 3 Apr 1987,Peter Alliss,song,Bing Crosby & Frank Sinatra,"Well, Did You Evah?",https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Cole Porter,Night and Day,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Georges Bizet,Au fond du temple saint (from The Pearl Fishers),https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Peggy Lee,The Folks Who Live on the Hill,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Richard Harris,MacArthur Park,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Jeanette MacDonald,Indian Love Call,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Lulu,Shout,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,song,Edward Elgar,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory',https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,book,n/a,A History of the English-Speaking Peoples - Sir Winston Churchill,https://www.bbc.co.uk/programmes/p009mlpw
Fri 3 Apr 1987,Peter Alliss,luxury,n/a,Sand-yacht,https://www.bbc.co.uk/programmes/p009mlpw
Fri 27 Mar 1987,David Penhaligon,song,Alan Opey,Trelawny,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Arthur Sullivan,Iolanthe,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Massed Cornish Choirs,Jesus Shall Reign,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Joshua Rifkin,Maple Leaf Rag,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Johnny Cash,One Piece At A Time,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Julian Lloyd Webber,Variations (Song & Dance),https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Ennio Morricone,Chai Mai (from Maddalena & The Life and Times of David Lloyd-George),https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,song,Eddie Cochran,Something Else,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,book,n/a,A cricketing Almanac,https://www.bbc.co.uk/programmes/p009mlqr
Fri 27 Mar 1987,David Penhaligon,luxury,n/a,30 foot of steel,https://www.bbc.co.uk/programmes/p009mlqr
Fri 20 Mar 1987,Dora Bryan,song,Cast Of Chorus Line,One,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Benny Goodman and His Orchestra,Clarinet A La King,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Joe Loss and His Band,At The Woodchopper's Ball,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Judy Garland,Life Is Just A Bowl Of Cherries,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Perry Como,It Had To Be You,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Erroll Garner,Where Or When (from Babes in Arms),https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Barbara Cook,It's Better With A Band,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,song,Edward Elgar,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory',https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,book,n/a,Three Men in a Boat - Jerome K Jerome,https://www.bbc.co.uk/programmes/p009mlr9
Fri 20 Mar 1987,Dora Bryan,luxury,n/a,Stuffed dog,https://www.bbc.co.uk/programmes/p009mlr9
Fri 13 Mar 1987,Johnny Mathis,song,Roberta Flack,I'm the One,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,not listed,Tristan und Isolde,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,Ella Fitzgerald,Pete Kelly's Blues,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,Count Basie & His Orchestra,Whirly-Bird,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,Lena Horne,"Day In, Day Out",https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,L. Bonfa & A. Maria,Manha De Carnaval,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,Mahalia Jackson,Didn't It Rain?,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,song,Henry Mancini,Lujon (Slow Hot Wind),https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,book,n/a,Gone With the Wind - Margaret Mitchell,https://www.bbc.co.uk/programmes/p009mlrx
Fri 13 Mar 1987,Johnny Mathis,luxury,n/a,Golf bag,https://www.bbc.co.uk/programmes/p009mlrx
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Johann Sebastian Bach,Mass in B Minor - Cum sancto spiritu,https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Benjamin Britten,"Serenade for Tenor, Horn and Strings",https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Michael Tippett,Concerto For Double String Orchestra,https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Gioachino Rossini,La regata veneziana,https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Olivier Messiaen,Quartet for the End of Time,https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,not listed,Love Duet (from Tristan und Isolde),https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Wolfgang Amadeus Mozart,Sull'aria (from The Marriage of Figaro),https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,song,Leos Janáček,Katya Kabanova,https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,book,n/a,Oxford English Dictionary (all volumes),https://www.bbc.co.uk/programmes/p009mlsl
Fri 6 Mar 1987,Sir Nicholas Goodison,luxury,n/a,Apollo and Daphne sculpture by Bernini,https://www.bbc.co.uk/programmes/p009mlsl
Fri 27 Feb 1987,Ken Russell,song,Larry Kent & Broadway Orchestra,Something's Coming,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Cicely Courtneidge & Orchestra,If I Had Napoleon's Hat (Aunt Sally),https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Arnold Bax,The Garden Of Fand,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Ella Fitzgerald & Nelson Riddle Orchestra,By Strauss,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Edward Elgar,Symphony No. 2 in E flat major,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Gustav Mahler,Der Trunkene im Frühling (from Das Lied von der Erde),https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,D'Indy,On A French Mountain,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,song,Mel Tormé,Mountain Greenery,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,book,n/a,The Prelude - William Wordsworth,https://www.bbc.co.uk/programmes/p009mlt4
Fri 27 Feb 1987,Ken Russell,luxury,n/a,Quart of brandy,https://www.bbc.co.uk/programmes/p009mlt4
Fri 20 Feb 1987,Sir Michael Hordern,song,Lambert,The Rio Grande,https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Ludwig van Beethoven,Symphony No. 9 in D minor 'Choral',https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Thomas Arne,Rule Britannia,https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Henry Purcell,The Fairy Queen,https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,William Shakespeare,"O, that this too solid flesh would melt(from Hamlet)",https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Claudio Monteverdi,Nigra sum (from Vespers 1610),https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Judi Dench,Miss Money Spider (Butterfly Ball),https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,song,Wolfgang Amadeus Mozart,Là ci darem la mano (from Don Giovanni),https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,book,n/a,A History of the English-Speaking Peoples - Sir Winston Churchill,https://www.bbc.co.uk/programmes/p009mltx
Fri 20 Feb 1987,Sir Michael Hordern,luxury,n/a,Elm tree,https://www.bbc.co.uk/programmes/p009mltx
Christmas Day 1987,Victoria Wood,song,Eric Coates,Saxo-Rhapsody,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,Sergei Prokofiev,Symphony No. 7 in C sharp minor - 3rd movement,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,Fats Waller,African Ripples,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,Ian Dury & The Blockheads,Inbetweenies,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,George Gershwin,Piano Concerto in F major,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,Noël Coward,Let's Do It,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,Bunny Berigan,In A Mist,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,song,The Weather Girls,Lock Me Up,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,book,n/a,The collected works - Arthur Marshall,https://www.bbc.co.uk/programmes/p009mlvj
Christmas Day 1987,Victoria Wood,luxury,n/a,Cinema organ,https://www.bbc.co.uk/programmes/p009mlvj
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Jimmy Yancey,The Rocks,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Lorraine Ellison,Stay With Me Baby,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Johann Sebastian Bach,Suite for Solo Cello No. 6 in D major,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Bob Dylan,"Please, Mrs Henry",https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Amaswazi Emvelo,Thul'Ulalele,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Gustav Mahler,Symphony No. 1 in D major,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,The Pogues,Waxie's Dargle,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,song,Bertolt Brecht,The Threepenny Opera,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,book,n/a,My Last Breath - Luis Bunuel,https://www.bbc.co.uk/programmes/p009mlw9
Fri 6 Feb 1987,Peter Fluck & Roger Law,luxury,n/a,Margaret Thatcher's resignation speech,https://www.bbc.co.uk/programmes/p009mlw9
Fri 30 Jan 1987,Baroness (Sue) Ryder of Warsaw,song,Franz Lehár,Gold and Silver Waltz,https://www.bbc.co.uk/programmes/p009mlx1
